1,11,0.26093,0.26004
1,24,0.26062,0.25962
1,37,0.26056,0.25965
1,50,0.26102,0.26075
1,63,0.26115,0.26073
2,11,0.26059,0.25929
2,24,0.26122,0.26056
2,37,0.26094,0.26002
2,50,0.26084,0.26017
2,63,0.26147,0.2613
