Time,wy,iu,il,ia,ib,ic,iu_ref,il_ref,ia_ref,ib_ref,ic_ref,vc_ua,vc_ub,vc_uc,vc_la,vc_lb,vc_lc,ie1,ie2,ie1_ref,ie2_ref,vo
0,314.159265358979,0,0,0,0,0,0,-0,-0.0297112919431113,0.0135071553641518,0.0162041365789595,669.241830677282,669.241830677282,669.241830677282,669.241830677282,669.241830677282,669.241830677282,0,0,6.86782052563145e-16,7.87495762170942e-16,-1.94148290936694e-29
0.000166694449074846,314.159265358979,-4.33648776609896e-12,4.0894640104816e-12,-0.0271877945236092,0.0156307099973235,0.0115570845265327,3.86387334055681e-06,-3.86387334055681e-06,-0.0589336245079922,0.0241025006169363,0.0348311238910559,669.242103742903,669.240524642305,669.240668376068,669.238629664902,669.242370503829,669.24229658685,1.04306219333069e-12,4.45361051278533e-13,0.000725115715920407,0.000580884995892929,4.69743493436078e-05
0.000333388898149692,314.159265358979,3.86380690741914e-06,-3.86380745131219e-06,-0.0564165596780471,0.026632648192013,0.029783911486578,2.36231967465274e-05,-2.36231967465274e-05,-0.0874307407403941,0.0317229372855432,0.0557078034548509,669.242939643154,669.236759177937,669.236452068738,669.228891475176,669.244023399708,669.243662749907,0.000725105118883461,0.000580876504950928,0.00197171539207837,0.000868487635712279,0.000206370721377184
0.000500083347224537,314.159265358979,2.36228722287068e-05,-2.36228726410506e-05,-0.0851461784108018,0.0345022129792745,0.0506439654319397,7.555623104252e-05,-7.555623104252e-05,-0.114972512702644,0.0363221872490953,0.0786503254535489,669.244457822176,669.231165025382,669.228019763102,669.212867697993,669.246481209644,669.246055157501,0.00197169709980374,0.000868483376809007,0.00357647009475894,0.000868854279229678,0.000465425030515552
0.000666777796299383,314.159265358979,7.5555377128167e-05,-7.55553771064968e-05,-0.112945442329408,0.0393281382255611,0.073617304103825,0.000175457003950136,-0.000175457003950136,-0.141335927684715,0.0378708476846228,0.103465080000092,669.246755996038,669.224257964941,669.214805194002,669.190895106689,669.249458769101,669.249459145211,0.00357644644791274,0.000868854189347154,0.00551155625990107,0.000537408003724678,0.00078926716106172
0.000833472245374229,314.159265358979,0.00017545537174514,-0.000175455371769453,-0.13957311039085,0.0410921846707245,0.0984809257201501,0.000338254173503238,-0.000338254173503238,-0.166306036531678,0.0363563769934472,0.129949659538231,669.249950054057,669.216541471883,669.196320358742,669.163359796865,669.252621417145,669.253813472525,0.00551152763088874,0.000537412762793926,0.00775238310972774,-0.000169180383781441,0.00112544714647959
0.00100016669444907,314.159265358979,0.000338251515993968,-0.000338251516284617,-0.164811896606207,0.0397822347854045,0.125029661821093,0.000578014413420327,-0.000578014413420327,-0.189676860851557,0.0317830123850743,0.157893848466482,669.254175686627,669.208485171839,669.172146101767,669.13069176295,669.255566202417,669.259034942177,0.00775234982473824,-0.000169170108337381,0.010264251953449,-0.00128509443219075,0.00140680412589489
0.00116686114352392,314.159265358979,0.000578010496993617,-0.000578010496985332,-0.188454860096575,0.0354020481042514,0.153052811992315,0.00090797267086935,-0.00090797267086935,-0.211252256043763,0.0241716200341706,0.187080636009592,669.259582596525,669.200520155353,669.14193785417,669.093357570129,669.257823308584,669.265026856892,0.0102642144887709,-0.00128507810635984,0.0130015187578178,-0.00283370153259942,0.00155596146264664
0.00133355559259877,314.159265358979,0.000907967286575453,-0.000907967286449846,-0.210305007937345,0.0279719682449902,0.182333039692229,0.0013405630846016,-0.0013405630846016,-0.230846727273429,0.0135594789593874,0.217287248314042,669.266326734042,669.193036397364,669.105430273019,669.051852960555,669.258861527288,669.271686160539,0.013001477754984,-0.00283367877471344,0.0159081156658338,-0.00482676430077029,0.00149091807622295
0.00150025004167361,314.159265358979,0.00134055602463339,-0.00134055602439803,-0.23017600381826,0.0175287825385569,0.212647221279468,0.00188744897078556,-0.00188744897078556,-0.248286195710314,3.00741647177536e-16,0.248286195710314,669.274561449718,669.186380623266,669.062440028475,669.006695755761,669.258095937703,669.278910661625,0.0159080719242059,-0.00482673489802398,0.0189184322369865,-0.00726400831194415,0.0011313459113447
0.00166694449074846,314.159265358979,0.00188744004398776,-0.00188744004393107,-0.247892927223513,0.00412544872237329,0.243767478501083,0.00255955183227573,-0.00255955183227573,-0.263408712551851,-0.0164376185131855,0.279846331065037,669.284427871552,669.180854482546,669.012866776136,668.958419147135,669.254897456384,669.286606297208,0.018918386694553,-0.00726397222053489,0.0219584667475727,-0.0101329971450438,0.000405214282126861
0.0018336389398233,314.159265358979,0.00255954086332952,-0.00255954086360943,-0.263292989101206,-0.0121692477007638,0.27546223680225,0.00336707942210067,-0.00336707942210067,-0.276065118557592,-0.0356687965830952,0.311733915140687,669.296044770287,669.176713047768,668.956692434535,668.907565422282,669.248604009352,669.294694233288,0.0219584204816411,-0.010132954509769,0.0249472303251702,-0.0134093021206805,-0.000744652267810681
0.00200033338889815,314.159265358979,0.00336706624200903,-0.00336706624227448,-0.276226193787068,-0.0312710982342732,0.307497292021606,0.00431955289330301,-0.00431955289330301,-0.286119647036046,-0.0575940378531597,0.343713684889206,669.309498192651,669.174163688894,668.893978931085,668.85468015709,669.23853303458,669.30311756929,0.0249471845105365,-0.0134092532540647,0.0277983846247266,-0.0170569488195405,-0.00235447651349648
0.002167027837973,314.159265358979,0.00431953735644841,-0.00431953735681376,-0.286555944422142,-0.0530809358124607,0.339636880234968,0.00542583306878213,-0.00542583306878213,-0.293450468443927,-0.0820994521845,0.375549920628427,669.324831159591,669.173365392676,668.824864611973,668.800306889137,669.223994974745,669.31184740744,0.027798340530439,-0.0170568942045095,0.0304220849664397,-0.0210291143254807,-0.00443426775698333
0.00233372228704784,314.159265358979,0.00542581502226316,-0.00542581502237502,-0.294159589956017,-0.0774851566269804,0.37164474658311,0.00669414586383482,-0.00669414586383482,-0.297950174981345,-0.10905733310519,0.407007508086535,669.342033737901,669.17442861238,668.749559532271,668.744982275054,669.204307381592,669.32088805223,0.030422043920311,-0.021029054614476,0.0327269917546231,-0.0252690422175169,-0.0069637384933842
0.00250041673612269,314.159265358979,0.00669412517029674,-0.00669412517022366,-0.298928912109238,-0.104356296952983,0.403285209062148,0.00813210689392814,-0.00813210689392814,-0.299526203793748,-0.138326787555794,0.437852991349542,669.361033798001,669.177415743584,668.668339851765,668.689231722181,669.178809227631,669.33028111964,0.0327269551128363,-0.0252689782074623,0.0346224046009263,-0.0297111372920997,-0.00988968771641283
0.00266711118519753,314.159265358979,0.00813208343415525,-0.008132083434157,-0.300770550899335,-0.133553662402611,0.434324213301947,0.00974674529825682,-0.00974674529825682,-0.298101197621629,-0.169754415188179,0.467855612809808,669.381688767829,669.182342325725,668.581541560488,668.633565473031,669.146875009986,669.340108359695,0.0346223737214913,-0.0297110699173022,0.0360204664375982,-0.0342821990692755,-0.0131250745549078
0.00283380563427238,314.159265358979,0.00974671895505738,-0.00974671895540075,-0.29960636756098,-0.164924006861367,0.464530374422691,0.011544526805477,-0.011544526805477,-0.293613301971356,-0.203175034318159,0.496788336289514,669.40377868223,669.189179065251,668.489553747197,668.578475109886,669.107928235922,669.35049302827,0.0360204426418476,-0.0342821293763623,0.0368383794644427,-0.0389027523948018,-0.0165499294045364
0.00300050008334722,314.159265358979,0.0115444974738494,-0.0115444974740408,-0.295373743932594,-0.198302258209233,0.493676002142017,0.0135313760652806,-0.0135313760652806,-0.286016398114217,-0.238412451487243,0.52442884960146,669.427000808658,669.197854763933,668.392811605864,668.524430436658,669.061453900185,669.361599683288,0.036838364010925,-0.0389026815354871,0.0370005714148111,-0.0434884348523556,-0.0200141654000313
