0,0.909074859,0.090925141,0.046477993,0.953522007,0.544447148,0.455552852
5.00E-05,0.911320259,0.088679741,0.048145367,0.951854633,0.540534374,0.459465626
1.00E-04,0.913540287,0.086459713,0.049840614,0.950159386,0.536619099,0.463380901
1.50E-04,0.915734806,0.084265194,0.051563629,0.948436371,0.532701565,0.467298435
2.00E-04,0.917903681,0.082096319,0.053314306,0.946685694,0.528782014,0.471217987
2.50E-04,0.920046777,0.079953223,0.055092536,0.944907464,0.524860687,0.475139313
3.00E-04,0.922163963,0.077836037,0.05689821,0.94310179,0.520937827,0.479062173
3.50E-04,0.924255108,0.075744893,0.058731217,0.941268783,0.517013675,0.482986325
4.00E-04,0.926320082,0.073679918,0.060591444,0.939408556,0.513088474,0.486911526
4.50E-04,0.928358759,0.071641241,0.062478775,0.937521225,0.509162466,0.490837534
5.00E-04,0.930371014,0.069628986,0.064393094,0.935606906,0.505235892,0.494764108
5.50E-04,0.93235672,0.06764328,0.066334284,0.933665716,0.501308995,0.498691005
6.00E-04,0.934315757,0.065684243,0.068302225,0.931697775,0.497382018,0.502617982
6.50E-04,0.936248004,0.063751996,0.070296794,0.929703206,0.493455202,0.506544798
7.00E-04,0.93815334,0.06184666,0.07231787,0.92768213,0.48952879,0.51047121
7.50E-04,0.940031649,0.059968351,0.074365327,0.925634673,0.485603024,0.514396976
8.00E-04,0.941882815,0.058117185,0.076439039,0.923560961,0.481678146,0.518321854
8.50E-04,0.943706724,0.056293276,0.078538879,0.921461121,0.477754398,0.522245602
9.00E-04,0.945503262,0.054496738,0.080664716,0.919335284,0.473832022,0.526167978
9.50E-04,0.94727232,0.05272768,0.08281642,0.91718358,0.46991126,0.53008874
0.001,0.949013788,0.050986212,0.084993857,0.915006143,0.465992355,0.534007645
0.00105,0.950727559,0.049272441,0.087196895,0.912803105,0.462075547,0.537924453
0.0011,0.952413526,0.047586474,0.089425395,0.910574605,0.458161078,0.541838922
0.00115,0.954071587,0.045928413,0.091679222,0.908320778,0.454249191,0.545750809
0.0012,0.955701638,0.044298362,0.093958237,0.906041763,0.450340125,0.549659875
